  -2,  -4,   4,   0,   1,   0,  -1,   2,1531144670.563
   2,  21,  -3,  -1,   0,  -1,   0,   0,1531144670.563
  -6, -10,  -1,  -1,  -1,  -1,  -1,  -2,1531144670.564
  -4,   2,   2,   0,   0,  -1,  -1,  -2,1531144670.564
   1,  -8,   3,   0,  -2,  -1,   1,  -2,1531144670.565
  -2,   5,  -1,   1,  -1,  -2,  -2,  -2,1531144670.565
  -2,  -6,   1,  -2,   0,  -1,  -1,   0,1531144670.568
  -1,   6,  -1,   0,  -1,   0,   2,   1,1531144670.568
   0, -12,  -6,  -3,  -1,   0,   0,  -3,1531144670.576
  -2, -19,  -8,   1,   1,   1,  -1,   0,1531144670.576
   0,   1,   9,   1,   0,  -1,  -1,   0,1531144670.584
   1,   7,   4,   0,   0,   0,  -3,  -4,1531144670.584
  -3, -18,  -4,  -1,  -1,   0,   0,  -1,1531144670.590
   1,  11,  -9,   0,   0,   0,   1,   0,1531144670.590
   6,  -9,   0,   0,  -1,   0,  -1,   2,1531144670.614
   4,   4,  -9,  -1,   0,   0,   1,   5,1531144670.614
   1,   6,  -1,   1,  -1,  -1,  -1,   0,1531144670.615
   4,  -8,   2,  -1,  -2,   1,   1,   3,1531144670.615
  -6,   7,   2,   1,   0,  -1,  -1,  -1,1531144670.638
  -3,  -3,  -1,  -3,   0,   0,  -1,  -2,1531144670.643
  -1,  -5,   6,   1,   2,   0,  -1,  -3,1531144670.643
  -1,   0,   2,  -1,  -1,   0,  -1,   0,1531144670.643
  -1,  12, -13,  -4,  -2,   1,   1,   3,1531144670.652
   1, -15,  -4,   0,   0,  -1,   0,   1,1531144670.652
  -3,   0,   5,   0,   0,   0,  -2,  -2,1531144670.691
  -1,  -6,  -3,   0,  -1,  -2,  -3,  -2,1531144670.691
  -2,   0,   1,  -2,  -1,  -1,  -1,  -3,1531144670.692
  -1,  -3,  -4,   0,  -1,   0,   1,   1,1531144670.692
   2,  11,   3,   1,  -1,  -1,   1,   2,1531144670.834
   0,   0,  -8,  -3,  -3,  -1,  -1,  -1,1531144670.834
  -1,  -6,  -3,   0,   0,   0,   0,   1,1531144670.834
   0,   6,  -2,  -2,   0,  -1,  -3,  -2,1531144670.834
   3,  -4,  -7,  -1,  -1,   0,   0,   0,1531144670.834
   0,  10,  13,  -2,  -1,   0,  -1,   0,1531144670.834
   0,  11,   0,   1,  -1,  -1,  -1,   1,1531144670.834
  -1,  -7,  -1,   0,  -1,   0,   0,   0,1531144670.834
  -3,  14,   4,  -1,   1,  -1,  -2,  -9,1531144670.834
  -1, -12,  -4,   0,   0,   1,   0,   1,1531144670.838
   1,  -7,   2,  -2,  -2,  -1,   0,  -4,1531144670.838
   0,   9,   2,   1,   0,   0,   0,  -2,1531144670.838
  -1,   2,  10,   1,  -1,   0,   0,   3,1531144670.838
  -1,  -7,  -3,  -1,   2,  -1,  -1,   0,1531144670.838
  -1,   5,   1,  -2,   0,  -2,  -2,  -2,1531144670.838
   1, -13,  -7,   0,   0,  -1,  -1,  -2,1531144670.838
  -5,   5,   2,   0,  -1,  -1,   0,  -3,1531144670.838
   3,   1,  -3,   0,   0,   0,   0,   1,1531144670.838
   2,  -4,   0,   1,  -1,   0,   1,   2,1531144670.843
  -3,  11,   0,  -1,  -1,  -2,  -2,  -3,1531144670.843
   0, -23,  -9,  -2,  -1,   0,  -2,  -3,1531144670.861
  -1,   8,   1,  -1,  -1,   0,   0,  -3,1531144670.861
  -4,  -2,   5,  -1,   0,   0,  -2,  -2,1531144670.861
   0,   7,   5,   2,   1,   0,   1,   0,1531144670.861
   1,  11,  -2,  -2,   0,  -2,   0,   2,1531144670.861
   0,   1,   1,  -1,  -2,  -1,   1,   4,1531144670.861
  -3,   0,  -6,   3,  -1,  -2,   0,  -3,1531144670.861
  -1,  -7,   3,  -5,  -3,  -1,  -1,   0,1531144670.867
  -1, -17,  -6,   0,   1,   0,   0,  -2,1531144670.867
  -1,   2,  -1,   0,   0,  -1,  -1,  -1,1531144670.867
   1,  10,  -4,   0,   0,   0,   0,   1,1531144670.867
  -2,   0,   1,  -2,  -1,   0,  -1,   2,1531144670.867
   1,  -7,   3,  -1,  -2,   0,  -2,   0,1531144670.867
  -1,   0,  -4,   3,   0,  -1,  -1,  -3,1531144670.867
  -1,  -4,   3,   0,  -1,   1,   0,   0,1531144670.867
   2,  -8,  -3,   1,   1,  -1,   0,   1,1531144670.867
  -2,  -7,   0,  -3,   0,   1,  -1,  -6,1531144670.872
   4,   8,   4,   1,   0,   0,   1,   3,1531144670.872
   1, -10,   0,  -1,   1,   0,  -3,  -2,1531144670.884
  -4,   9,  -3,   3,   0,   0,   1,   1,1531144670.884
  -1,  13,  -4,   0,   1,  -1,  -2,  -2,1531144670.885
   0,  -6,   0,   0,  -1,  -1,  -1,   0,1531144670.886
  -1,   0,   1,   1,   1,  -2,   0,   1,1531144670.907
   4, -10,  -4,   0,  -2,  -2,   1,   0,1531144670.907
   2,   2,  -3,  -2,  -1,   0,   0,   1,1531144670.908
  -3,  -9,  -5,  -1,   1,  -1,  -2,  -4,1531144670.914
  -2, -23,   2,  -1,  -2,   1,  -1,   1,1531144670.922
  -3,  -3,   5,   0,   0,  -1,  -3,  -3,1531144670.922
   1,  -4,  -4,   1,   0,   0,   2,   7,1531144670.923
  -1,  26,   0,  -1,  -4,  -2,  -2,  -4,1531144670.923
   0, -33, -14,  -3,   0,  -1,  -2,  -1,1531144670.944
  -1,  18,   0,  -2,  -1,  -1,   0,  -2,1531144670.944
   0,   0,  11,   6,   1,   0,  -1,  -2,1531144670.946
  -1,  -2,  -1,   0,  -1,  -1,   1,  -1,1531144670.946
   1,  16,   9,   0,   0,   1,   1,   0,1531144670.958
   2, -10,   1,   1,  -3,   1,  -2,   2,1531144670.958
   1,   0,  -9,  -2,  -1,  -2,   0,   0,1531144670.979
   0,   2,   3,  -1,   0,   0,   1,   1,1531144670.979
  -1,  12,  -2,   0,   1,   0,   0,  -2,1531144670.981
   3,   0,   2,  -1,   1,  -1,  -2,  -2,1531144670.981
  -3,  -3,  -2,  -2,  -3,  -2,  -1,  -1,1531144670.983
  -2, -15,  -1,  -1,   1,   0,  -2,  -1,1531144670.983
   0,   9,  -5,   0,  -1,   1,  -1,   3,1531144671.004
  -1, -11,  -5,  -1,   0,  -2,   0,  -1,1531144671.009
  -1,  14,   4,  -1,  -1,  -1,  -4,  -5,1531144671.009
   1,  -4,  -2,  -4,  -1,  -1,  -1,   0,1531144671.009
  -1,   2,   3,  -2,   1,  -2,  -1,   1,1531144671.017
   4,   5,   3,   1,   1,   2,   1,   2,1531144671.017
   1,  -9,  -3,  -3,  -2,  -1,  -2,   1,1531144671.032
   3,  -4,  -3,   2,   1,   0,   0,  -1,1531144671.032
  -1,  18,  -6,   1,   1,   0,   1,  -2,1531144671.041
  -1,   2,  -1,   1,   0,  -2,   1,   0,1531144671.041
  -1,   9,  -1,   0,  -1,   0,   0,   3,1531144671.048
  -1,  12,   6,   2,   0,   1,  -1,  -1,1531144671.048
  -1,  -6,   0,  -4,  -4,  -2,   0,  -2,1531144671.064
  -1,  -2,  -1,  -2,   1,   1,   0,  -2,1531144671.064
   0,  -6,   3,   1,   0,   1,  -1,  -1,1531144671.065
   0, -12,   0,   0,  -3,  -1,   0,   0,1531144671.065
   2,   5,   0,  -1,  -1,  -1,  -2,   2,1531144671.077
  -2, -12,  -4,   1,   0,  -1,   2,  -1,1531144671.077
   2,   8,   5,   2,   0,   0,   0,  -1,1531144671.086
   2,  -8,  -2,   1,  -1,   1,   0,   2,1531144671.092
   0,  -6,  -1,  -2,   0,   0,  -1,  -1,1531144671.101
   0,  12,   1,  -2,   1,   0,  -1,  -1,1531144671.101
   2, -21,  -6,  -1,   1,   0,   0,   2,1531144671.103
   1,  12,   4,  -1,  -1,  -2,   2,  -1,1531144671.103
   2, -19,   4,   3,  -2,  -1,  -3,   0,1531144671.124
  -1, -11,  -4,  -3,  -1,   0,   0,   0,1531144671.124
   0,  -1,  -2,  -1,  -3,  -1,   0,  -1,1531144671.125
  -1,   2,  -6,  -3,   0,   1,  -1,   0,1531144671.125
   2,   2,   4,   0,   0,   1,   1,  -1,1531144671.137
   1,   3,   2,  -1,  -3,   0,  -1,  -1,1531144671.138
  -1,  -5,   2,   0,   0,   0,   0,   0,1531144671.159
   0,  -5,  -3,  -3,  -1,  -2,  -2,  -5,1531144671.159
  -3,   6,  -3,  -1,   0,   0,  -2,  -1,1531144671.161
   3,   8,   2,   1,   0,   0,  -1,  -1,1531144671.161
   4,  12,  -9,   2,   0,   0,   1,   1,1531144671.163
   1, -39,  -6,  -1,  -1,  -1,  -2,  -3,1531144671.163
  -1,   4,  -1,  -1,  -1,   0,   0,   1,1531144671.184
   0,  13,   6,  -3,   0,  -1,   0,   0,1531144671.190
  -4,  -5,   5,  -1,  -2,   0,  -3,  -4,1531144671.190
   1,  -5,  -5,  -3,  -2,   0,   1,   2,1531144671.190
  -1,  10,   7,   3,   0,   0,   0,  -4,1531144671.197
  -1,  -7,   0,  -2,   2,   1,  -1,   0,1531144671.197
   1,   4,   3,   0,  -1,   0,   1,   3,1531144671.206
  -2,   1,   1,   0,   0,  -1,  -2,  -2,1531144671.206
  -1,   3,  -3,  -1,  -2,  -2,  -2,   1,1531144671.222
   0,   6,  -3,   0,  -3,  -1,  -2,  -1,1531144671.222
  -1, -14,  -7,  -3,   0,   0,   1,   4,1531144671.228
  -6,  27,  10,   3,   1,  -1,  -3,  -3,1531144671.228
   2,  10,   0,  -3,  -1,   0,   0,   1,1531144671.244
  -5, -36,  -8,  -1,   0,  -2,  -1,  -3,1531144671.244
   1,  16,   4,  -1,  -1,  -1,  -1,   0,1531144671.245
   2,  -8,  -1,   3,   3,   1,   2,  -1,1531144671.245
  -5,  -3,  -4,  -1,   0,  -1,  -3,  -1,1531144671.257
  -3,   2,   2,   0,  -3,  -1,  -2,   0,1531144671.257
   0,  -3,  -6,  -3,   1,   1,  -1,  -5,1531144671.266
  -5,  16,   4,  -3,  -3,  -2,  -1,  -2,1531144671.273
   2,  -5,   2,   2,   1,  -1,   1,  -1,1531144671.281
   3,   2,  -7,   0,  -1,   0,   0,  -2,1531144671.281
   1,  -3,   2,   0,  -1,  -1,   3,   0,1531144671.283
   4,   7,   1,   0,  -2,  -1,  -1,   2,1531144671.283
   4,   0,  -3,   0,  -1,   0,  -1,  -1,1531144671.304
  -2, -18,  -6,  -2,  -1,  -1,   1,   0,1531144671.304
   1,  -4,   1,  -1,   1,   0,   1,  -1,1531144671.305
  -4,   8,  13,   3,   2,  -1,  -3,  -6,1531144671.305
  -5, -14,  -4,  -1,   1,   1,   1,   0,1531144671.318
   2,   6,   7,   1,   0,  -2,   0,   0,1531144671.318
   0,  -6,   3,   0,  -3,   0,  -1,   2,1531144671.886
   6, -15,  -7,   1,  -1,   0,   0,   6,1531144671.886
   1,  -3,   6,   0,   0,   0,   0,   0,1531144671.886
   2,  14,   1,   0,  -1,   1,  -1,  -1,1531144671.886
  -3, -30,  -4,  -2,  -1,  -1,  -3,  -1,1531144671.886
   0,   1,  -4,  -3,  -1,   2,   0,   0,1531144671.886
  -1,   8,  -2,  -2,  -2,  -1,  -2,   1,1531144671.886
  -1,   0,  -2,   1,   1,   2,   0,   2,1531144671.892
  -1,  21,   2,   0,  -1,   0,  -1,  -1,1531144671.892
   0,  -5,   2,   1,  -2,   1,   1,   0,1531144671.892
   1,   4,  -5,  -2,   1,  -1,  -1,  -1,1531144671.892
  -4,  -2,  -1,  -1,  -1,   0,  -3,  -1,1531144671.892
  -1,   2,  -5,   0,   0,  -2,  -3,   1,1531144671.892
   0,   9,  -2,  -2,  -3,   0,   0,   2,1531144671.892
  -2, -42, -11,  -1,  -1,   1,   0,  -3,1531144671.892
   1,  15,  13,   2,  -1,  -1,  -1,   0,1531144671.892
  -1,   6,  -2,   1,  -1,  -1,  -1,  -1,1531144671.899
  -4,  -2,  -6,  -1,   0,  -1,  -1,   0,1531144671.899
   1,  16,  -2,  -2,   0,  -4,   0,  -2,1531144671.899
  -1, -32,  -5,   1,   1,  -1,   1,   0,1531144671.899
  -3,   2,   4,  -1,   0,  -2,  -2,  -3,1531144671.899
   1,  -7,  -1,  -3,  -2,  -1,  -1,  -8,1531144671.899
   0,  -8,   0,  -1,  -2,   0,  -1,   2,1531144671.899
  -3,  -1,  -2,  -1,   1,   0,   0,  -1,1531144671.899
   0,   8,   8,   1,   0,   1,   0,  -1,1531144671.899
  -2,   8,  -2,  -1,   0,  -1,   0,   3,1531144671.905
   2,   0,   1,  -2,   0,   1,   0,   1,1531144671.905
  -2,  -1,  -4,   1,   0,  -1,  -1,   0,1531144671.905
   5, -12, -15,  -3,  -1,   2,   1,   2,1531144671.905
   0,   5,   9,  -1,   2,   1,  -1,   1,1531144671.905
  -2,  -2,   2,   0,  -1,   0,   0,  -1,1531144671.905
  -5,  14,   1,  -1,  -3,   0,  -2,  -1,1531144671.905
   1,   8,   3,  -2,  -1,  -1,   0,   4,1531144671.905
  -2, -30,  -8,   2,   1,   0,   1,  -1,1531144671.905
  -3,  10,  -1,  -2,  -1,   1,  -2,  -1,1531144671.912
   5,   2,   1,   0,  -1,  -1,  -2,  -4,1531144671.912
  -3,   7,  -1,  -2,  -1,  -1,   0,  -2,1531144671.925
   2, -25,  -2,   0,  -1,  -2,  -1,  -2,1531144671.925
   1,  20,  -1,   0,   1,  -1,   0,   3,1531144671.925
   0,  -9,  -2,  -3,   0,   1,   1,   0,1531144671.925
  -4,   3,   4,  -1,  -1,   0,  -1,  -2,1531144671.925
   1,  -3,   0,   1,   0,   0,  -1,   4,1531144671.925
   4,   7,  -2,   3,   1,  -2,  -1,  -2,1531144671.925
  -1,  18,  -2,   1,   1,  -1,   1,  -4,1531144671.932
   1,  -1,  -4,  -3,  -2,  -1,  -2,  -2,1531144671.932
  -3,  -4,  -8,  -3,  -3,   0,   1,  -2,1531144671.932
